Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed
2010/11,Washington,F,"Semin, Alexander",Hip,$6.000m,$878k,12
2010/11,Washington,F,"Semin, Alexander",Wrist,$6.000m,$146k,2
2010/11,Washington,D,"Erskine, John",Illness,$1.250m,$46k,3
2010/11,Washington,D,"Erskine, John",Undisclosed,$1.250m,$15k,1
2010/11,Washington,D,"Green, Mike",Flu,$5.250m,$128k,2
2010/11,Washington,D,"Green, Mike",Head,$5.250m,"$1,280k",20
2010/11,Washington,D,"Green, Mike",Undisclosed,$5.250m,$128k,2
2010/11,Washington,D,"Green, Mike",Undisclosed,$5.250m,$320k,5
2010/11,Washington,D,"Green, Mike",Upper body,$5.250m,$192k,3
2010/11,Washington,D,"Poti, Tom",Groin,$3.500m,$85k,2
2010/11,Washington,D,"Poti, Tom",Groin,$3.500m,$256k,6
2010/11,Washington,D,"Poti, Tom",Head,$3.500m,$128k,3
2010/11,Washington,D,"Poti, Tom",Lower body,$3.500m,$128k,3
2010/11,Washington,D,"Poti, Tom",Lower body,$3.500m,$341k,8
2010/11,Washington,D,"Poti, Tom",Lower body,$3.500m,"$1,622k",38
2010/11,Washington,D,"Schultz, Jeff",Thumb,$2.750m,$302k,9
2010/11,Washington,D,"Sloan, Tyler",Hip,$0.700m,$17k,2
2010/11,Washington,D,"Sloan, Tyler",Hip,$0.700m,$77k,9
2010/11,Washington,D,"Sloan, Tyler",Jaw,$0.700m,$9k,1
2010/11,Washington,D,"Sloan, Tyler",Undisclosed,$0.700m,$26k,3
2010/11,Washington,D,"Sloan, Tyler",Undisclosed,$0.700m,$43k,5
2010/11,Washington,D,"Wideman, Dennis",Leg,$3.938m,$240k,5
2010/11,Washington,G,"Neuvirth, Michal",Illness,$0.822m,$10k,1
2010/11,Washington,G,"Neuvirth, Michal",Lower body,$0.822m,$10k,1
2010/11,Washington,G,"Neuvirth, Michal",Lower body,$0.822m,$40k,4
2010/11,Washington,G,"Varlamov, Semyon",Groin,$0.822m,$80k,8
2010/11,Washington,G,"Varlamov, Semyon",Knee,$0.822m,$110k,11
2010/11,Washington,G,"Varlamov, Semyon",Lower body,$0.822m,$10k,1
2010/11,Washington,G,"Varlamov, Semyon",Undisclosed,$0.822m,$40k,4
2010/11,Winnipeg,F,"Antropov, Nik",Hip,$4.063m,$248k,5
2010/11,Winnipeg,F,"Boulton, Eric",Facial,$0.650m,$16k,2
2010/11,Winnipeg,F,"Burmistrov, Alexander",Foot,$1.500m,$146k,8
2010/11,Winnipeg,F,"Cormier, Patrice",Upper body,$0.854m,$240k,23
2010/11,Winnipeg,F,"Dvorak, Radek",Upper body,$1.700m,$124k,6
2010/11,Winnipeg,F,"Eager, Ben",Lower body,$0.965m,$47k,4
2010/11,Winnipeg,F,"Kane, Evander",Arm,$3.100m,$38k,1
2010/11,Winnipeg,F,"Kane, Evander",Knee,$3.100m,$76k,2
2010/11,Winnipeg,F,"Kane, Evander",Lower body,$3.100m,$76k,2
2010/11,Winnipeg,F,"Kane, Evander",Lower body,$3.100m,$151k,4
2010/11,Winnipeg,F,"Ladd, Andrew",Lower body,$2.350m,$29k,1
2010/11,Winnipeg,F,"Little, Bryan",Facial,$2.383m,$174k,6
2010/11,Winnipeg,F,"Modin, Fredrik",Lower body,$1.200m,$73k,5
2010/11,Winnipeg,F,"Modin, Fredrik",Upper body,$1.200m,$73k,5
2010/11,Winnipeg,F,"Modin, Fredrik",Upper body,$1.200m,$176k,12
2010/11,Winnipeg,F,"Slater, Jim",Concussion,$1.000m,$500k,41
2010/11,Winnipeg,F,"Slater, Jim",Wrist,$1.000m,$37k,3
2010/11,Winnipeg,D,"Bogosian, Zach",Knee,$3.375m,$41k,1
2010/11,Winnipeg,D,"Bogosian, Zach",Shoulder,$3.375m,$247k,6
2010/11,Winnipeg,D,"Bogosian, Zach",Undisclosed,$3.375m,$41k,1
2010/11,Winnipeg,D,"Byfuglien, Dustin",Lower body,$3.000m,$37k,1
2010/11,Winnipeg,D,"Enstrom, Tobias",Finger,$3.750m,$274k,6
2010/11,Winnipeg,D,"Enstrom, Tobias",Shoulder,$3.750m,$183k,4
2010/11,Winnipeg,D,"Meyer, Freddy",Undisclosed,$0.600m,$44k,6
2010/11,Winnipeg,D,"Meyer, Freddy",Upper body,$0.600m,$205k,28
2010/11,Winnipeg,G,"Mason, Chris",Knee,$1.850m,$158k,7
2010/11,Winnipeg,G,"Pavelec, Ondrej",Concussion,$1.150m,$98k,7
2010/11,Winnipeg,G,"Pavelec, Ondrej",Wrist,$1.150m,$42k,3
2011/12,Anaheim,F,"Beleskey, Matt",Illness,$0.738m,$27k,3
2011/12,Anaheim,F,"Beleskey, Matt",Shoulder,$0.738m,$27k,3
2011/12,Anaheim,F,"Blake, Jason",Lower body,$4.000m,$98k,2
2011/12,Anaheim,F,"Blake, Jason",Wrist,$4.000m,"$1,659k",34
2011/12,Anaheim,F,"Bonino, Nick",Knee,$0.693m,$42k,5
2011/12,Anaheim,F,"Bonino, Nick",Leg,$0.693m,$17k,2
2011/12,Anaheim,F,"Koivu, Saku",Lower body,$2.500m,$244k,8
2011/12,Anaheim,F,"Parros, George",Facial,$0.875m,$139k,13
2011/12,Anaheim,F,"Parros, George",Groin,$0.875m,$43k,4
2011/12,Anaheim,F,"Perry, Corey",Shoulder,$5.325m,$130k,2
2011/12,Anaheim,F,"Smith-Pelly, Devante",Foot,$0.870m,$170k,16
2011/12,Anaheim,F,"Smith-Pelly, Devante",Illness,$0.870m,$11k,1
2011/12,Anaheim,D,"Foster, Kurtis",Thigh,$1.800m,$110k,5
2011/12,Anaheim,D,"Guenin, Nate",Facial,$0.525m,$45k,7
2011/12,Anaheim,D,"Lydman, Toni",Shoulder,$3.000m,$73k,2
2011/12,Anaheim,D,"Lydman, Toni",Upper body,$3.000m,$37k,1
2011/12,Anaheim,D,"Lydman, Toni",Upper body,$3.000m,$110k,3
2011/12,Anaheim,D,"Sbisa, Luca",Back,$2.175m,$53k,2
2011/12,Anaheim,D,"Smaby, Matt",Thumb,$0.600m,$278k,38
2011/12,Anaheim,D,"Visnovsky, Lubomir",Finger,$5.600m,$888k,13
2011/12,Anaheim,D,"Visnovsky, Lubomir",Upper body,$5.600m,$68k,1
2011/12,Anaheim,G,"Ellis, Dan",Groin,$1.500m,$73k,4
2011/12,Anaheim,G,"Ellis, Dan",Groin,$1.500m,$768k,42
2011/12,Anaheim,G,"Hiller, Jonas",Lower body,$4.500m,$55k,1
2011/12,Arizona,F,"Brule, Gilbert",Head,$0.925m,$45k,4
2011/12,Arizona,F,"Chipchura, Kyle",Wrist,$0.550m,$94k,14
2011/12,Arizona,F,"Gordon, Boyd",Lower body,$1.325m,$113k,7
2011/12,Arizona,F,"Hanzal, Martin",Facial,$1.800m,$263k,12
2011/12,Arizona,F,"Hanzal, Martin",Lower body,$1.800m,$44k,2
2011/12,Arizona,F,"Hanzal, Martin",Upper body,$1.800m,$88k,4
2011/12,Arizona,F,"Langkow, Daymond",Upper body,$4.500m,$55k,1
2011/12,Arizona,F,"O'Reilly, Cal",Groin,$1.050m,$38k,3
2011/12,Arizona,F,"Pyatt, Taylor",Upper body,$1.000m,$37k,3
2011/12,Arizona,F,"Pyatt, Taylor",Upper body,$1.000m,$73k,6
2011/12,Arizona,F,"Torres, Raffi",Undisclosed,$1.750m,$21k,1
2011/12,Arizona,F,"Vrbata, Radim",Illness,$3.000m,$37k,1
2011/12,Arizona,F,"Vrbata, Radim",Illness,$3.000m,$73k,2
2011/12,Arizona,F,"Vrbata, Radim",Lower body,$3.000m,$73k,2
2011/12,Arizona,D,"Aucoin, Adrian",Facial,$2.000m,$24k,1
2011/12,Arizona,D,"Aucoin, Adrian",Lower body,$2.000m,$98k,4
2011/12,Arizona,D,"Aucoin, Adrian",Lower body,$2.000m,$122k,5
2011/12,Arizona,D,"Aucoin, Adrian",Lower body,$2.000m,$146k,6
2011/12,Arizona,D,"Klesla, Rostislav",Undisclosed,$2.975m,$254k,7
2011/12,Arizona,D,"Klesla, Rostislav",Upper body,$2.975m,$363k,10
2011/12,Arizona,D,"Morris, Derek",Groin,$2.750m,$503k,15
2011/12,Arizona,D,"Morris, Derek",Lower body,$2.750m,$67k,2
2011/12,Arizona,D,"Rozsival, Michal",Head,$5.000m,"$1,585k",26
2011/12,Arizona,D,"Schlemko, David",Lower body,$0.550m,$188k,28
2011/12,Arizona,D,"Sauer, Kurt",Concussion,$1.750m,"$1,750k",82
2011/12,Arizona,G,"Smith, Mike",Groin,$2.000m,$146k,6
2011/12,Boston,F,"Campbell, Gregory",Foot,$1.100m,$13k,1
2011/12,Boston,F,"Campbell, Gregory",Foot,$1.100m,$40k,3
2011/12,Boston,F,"Caron, Jordan",Flu,$1.100m,$13k,1
2011/12,Boston,F,"Horton, Nathan",Concussion,$4.000m,"$1,756k",36
2011/12,Boston,F,"Krejci, David",Leg,$3.750m,$137k,3
2011/12,Boston,F,"Marchand, Brad",Flu,$2.500m,$30k,1
2011/12,Boston,F,"Paille, Daniel",Arm,$1.075m,$66k,5
2011/12,Boston,F,"Paille, Daniel",Concussion,$1.075m,$13k,1
2011/12,Boston,F,"Paille, Daniel",Facial,$1.075m,$39k,3
2011/12,Boston,F,"Peverley, Rich",Knee,$1.325m,$307k,19
2011/12,Boston,F,"Peverley, Rich",Undisclosed,$1.325m,$32k,4
2011/12,Boston,F,"Pouliot, Benoit",Illness,$1.100m,$40k,3
2011/12,Boston,F,"Pouliot, Benoit",Lower body,$1.100m,$27k,2
2011/12,Boston,F,"Sauve, Max",Hip,$0.846m,$41k,4
2011/12,Boston,F,"Thornton, Shawn",Illness,$0.813m,$10k,1
2011/12,Boston,F,"Savard, Marc",Concussion,$4.007m,"$4,007k",82
2011/12,Boston,D,"Boychuk, Johnny",Concussion,$1.875m,$46k,2
2011/12,Boston,D,"Boychuk, Johnny",Flu,$1.875m,$23k,1
2011/12,Boston,D,"Boychuk, Johnny",Knee,$1.875m,$46k,2
2011/12,Boston,D,"Chara, Zdeno",Leg,$6.917m,$169k,2
2011/12,Boston,D,"Ference, Andrew",Lower body,$2.250m,$55k,2
2011/12,Boston,D,"Ference, Andrew",Lower body,$2.250m,$137k,5
2011/12,Boston,D,"Kampfer, Steven",Knee,$0.850m,$62k,6
2011/12,Boston,D,"McQuaid, Adam",Head,$0.575m,$21k,6
2011/12,Boston,D,"McQuaid, Adam",Illness,$0.575m,$7k,1
2011/12,Boston,D,"McQuaid, Adam",Upper body,$0.575m,$7k,1
2011/12,Boston,D,"Seidenberg, Dennis",Leg,$3.250m,$79k,2
2011/12,Boston,G,"Rask, Tuukka",Groin,$1.250m,$290k,19
2011/12,Buffalo,F,"Boyes, Brad",Knee,$4.000m,$634k,13
2011/12,Buffalo,F,"Boyes, Brad",Undisclosed,$4.000m,$98k,2
2011/12,Buffalo,F,"Ellis, Matt",Knee,$0.525m,$77k,12
2011/12,Buffalo,F,"Ennis, Tyler",Ankle,$0.875m,$181k,34
2011/12,Buffalo,F,"Gaustad, Paul",Upper body,$2.300m,$84k,6
2011/12,Buffalo,F,"Gerbe, Nathan",Concussion,$1.433m,$175k,10
2011/12,Buffalo,F,"Gerbe, Nathan",Facial,$1.433m,$17k,1
2011/12,Buffalo,F,"Gerbe, Nathan",Upper body,$1.433m,$157k,9
2011/12,Buffalo,F,"Hecht, Jochen",Concussion,$3.525m,$860k,20
2011/12,Buffalo,F,"Hecht, Jochen",Concussion,$3.525m,"$1,462k",34
2011/12,Buffalo,F,"Hecht, Jochen",Lower body,$3.525m,$258k,6
2011/12,Buffalo,F,"Kaleta, Patrick",Groin,$0.908m,$89k,8
2011/12,Buffalo,F,"Kaleta, Patrick",Lower body,$0.908m,$44k,4
2011/12,Buffalo,F,"Kaleta, Patrick",Upper body,$0.908m,$33k,3
2011/12,Buffalo,F,"Leino, Ville",Lower body,$4.500m,$549k,10
2011/12,Buffalo,F,"McCormick, Cody",Upper body,$1.200m,$132k,9
2011/12,Buffalo,F,"McCormick, Cody",Upper body,$1.200m,$234k,16
2011/12,Buffalo,F,"Roy, Derek",Arm,$4.000m,$98k,2
2011/12,Buffalo,F,"Stafford, Drew",Flu,$4.000m,$49k,1
2011/12,Buffalo,F,"Stuart, Colin",Lower body,$0.525m,$160k,25
2011/12,Buffalo,F,"Tropp, Corey",Upper body,$0.700m,$85k,10
2011/12,Buffalo,F,"Vanek, Thomas",Upper body,$7.143m,$87k,1
2011/12,Buffalo,F,"Vanek, Thomas",Upper body,$7.143m,$261k,3
2011/12,Buffalo,D,"Brennan, T.J.",Flu,$0.875m,$75k,7
2011/12,Buffalo,D,"Ehrhoff, Christian",Knee,$4.000m,$244k,5
2011/12,Buffalo,D,"Ehrhoff, Christian",Upper body,$4.000m,$537k,11
2011/12,Buffalo,D,"Leopold, Jordan",Upper body,$3.000m,$110k,3
2011/12,Buffalo,D,"McNabb, Brayden",Concussion,$0.900m,$88k,8
2011/12,Buffalo,D,"Myers, Tyler",Foot,$1.300m,$63k,4
2011/12,Buffalo,D,"Myers, Tyler",Wrist,$1.300m,$301k,19
2011/12,Buffalo,D,"Regehr, Robyn",Hip,$4.020m,$49k,1
2011/12,Buffalo,D,"Regehr, Robyn",Upper body,$4.020m,$49k,1
2011/12,Buffalo,D,"Regehr, Robyn",Upper body,$4.020m,$196k,4
2011/12,Buffalo,D,"Sekera, Andrej",Illness,$2.750m,$168k,5
2011/12,Buffalo,D,"Sekera, Andrej",Upper body,$2.750m,$268k,8
2011/12,Buffalo,D,"Weber, Mike",Upper body,$0.950m,$12k,1
2011/12,Buffalo,D,"Weber, Mike",Upper body,$0.950m,$127k,11
2011/12,Buffalo,G,"Miller, Ryan",Concussion,$6.250m,$610k,8
2011/12,Calgary,F,"Backlund, Mikael",Arm,$1.271m,$403k,26
2011/12,Calgary,F,"Backlund, Mikael",Finger,$1.271m,$217k,14
2011/12,Calgary,F,"Bouma, Lance",Upper body,$0.693m,$68k,8
2011/12,Calgary,F,"Bourque, Rene",Flu,$3.333m,$41k,1
2011/12,Calgary,F,"Cammalleri, Mike",Upper body,$6.000m,$659k,9
2011/12,Calgary,F,"Comeau, Blake",Shoulder,$2.500m,$122k,4
2011/12,Calgary,F,"Glencross, Curtis",Flu,$2.550m,$31k,1
2011/12,Calgary,F,"Glencross, Curtis",Knee,$2.550m,$404k,13
2011/12,Calgary,F,"Glencross, Curtis",Lower body,$2.550m,$31k,1
2011/12,Calgary,F,"Horak, Roman",Undisclosed,$0.800m,$10k,1
2011/12,Calgary,F,"Jackman, Tim",Upper body,$0.550m,$40k,6
2011/12,Calgary,F,"Jones, Blair",Ankle,$0.525m,$122k,19
2011/12,Calgary,F,"Kolanos, Krys",Lower body,$0.525m,$6k,1
2011/12,Calgary,F,"Morrison, Brendan",Knee,$1.250m,$61k,4
2011/12,Calgary,F,"Morrison, Brendan",Knee,$1.250m,$107k,7
2011/12,Calgary,F,"Morrison, Brendan",Undisclosed,$1.250m,$61k,4
2011/12,Calgary,F,"Moss, David",Lower body,$1.300m,$16k,1
2011/12,Calgary,F,"Moss, David",Lower body,$1.300m,$745k,47
2011/12,Calgary,F,"Stajan, Matt",Ankle,$3.500m,$598k,14
2011/12,Calgary,F,"Stempniak, Lee",Ankle,$1.900m,$487k,21
2011/12,Calgary,F,"Tanguay, Alex",Flu,$3.500m,$43k,1
2011/12,Calgary,F,"Tanguay, Alex",Undisclosed,$3.500m,$85k,2
2011/12,Calgary,F,"Tanguay, Alex",Upper body,$3.500m,$640k,15
2011/12,Calgary,D,"Babchuk, Anton",Hand,$2.500m,$701k,23
2011/12,Calgary,D,"Brodie, T.J.",Upper body,$0.742m,$127k,14
2011/12,Calgary,D,"Butler, Chris",Leg,$1.250m,$213k,14
2011/12,Calgary,D,"Carson, Brett",Upper body,$0.575m,$49k,7
2011/12,Calgary,D,"Giordano, Mark",Hamstring,$4.020m,"$1,030k",21
2011/12,Calgary,D,"Hannan, Scott",Upper body,$1.000m,$49k,4
2011/12,Calgary,D,"Sarich, Cory",Upper body,$3.600m,$176k,4
2011/12,Calgary,D,"Smith, Derek",Ankle,$0.700m,$188k,22
2011/12,Calgary,D,"Smith, Derek",Upper body,$0.700m,$60k,7
2011/12,Calgary,G,"Karlsson, Henrik",Knee,$0.863m,$263k,25
2011/12,Carolina,F,"Bowman, Drayson",Sinus,$0.846m,$31k,3
2011/12,Carolina,F,"Brent, Tim",Undisclosed,$0.750m,$18k,2
2011/12,Carolina,F,"Dalpe, Zac",Lower body,$0.875m,$75k,7
2011/12,Carolina,F,"Dwyer, Patrick",Lower body,$0.625m,$23k,3
2011/12,Carolina,F,"Dwyer, Patrick",Undisclosed,$0.625m,$38k,5
2011/12,Carolina,F,"Jokinen, Jussi",Leg,$3.000m,$110k,3
2011/12,Carolina,F,"LaRose, Chad",Flu,$1.700m,$41k,2
2011/12,Carolina,F,"LaRose, Chad",Head,$1.700m,$124k,6
2011/12,Carolina,F,"LaRose, Chad",Upper body,$1.700m,$145k,7
2011/12,Carolina,F,"Nodl, Andreas",Concussion,$0.845m,$82k,8
2011/12,Carolina,F,"Ruutu, Tuomo",Upper body,$3.800m,$463k,10
2011/12,Carolina,F,"Samson, Jerome",Upper body,$0.513m,$31k,5
2011/12,Carolina,F,"Skinner, Jeff",Concussion,$1.400m,$273k,16
2011/12,Carolina,F,"Stewart, Anthony",Lower body,$0.900m,$11k,1
2011/12,Carolina,F,"Tlusty, Jiri",Upper body,$0.525m,$19k,3
2011/12,Carolina,D,"Harrison, Jay",Concussion,$0.700m,$85k,10
2011/12,Carolina,D,"Pitkanen, Joni",Concussion,$4.500m,"$2,415k",44
2011/12,Carolina,D,"Pitkanen, Joni",Lower body,$4.500m,$439k,8
2011/12,Carolina,D,"Spacek, Jaroslav",Back,$3.833m,$93k,2
2011/12,Carolina,D,"Spacek, Jaroslav",Head,$3.833m,$327k,7
2011/12,Carolina,D,"Spacek, Jaroslav",Lower body,$3.833m,$374k,8
2011/12,Carolina,G,"Boucher, Brian",Lower body,$0.950m,$417k,36
2011/12,Carolina,G,"Ward, Cam",Lower body,$6.300m,$230k,3
2011/12,Chicago,F,"Bolland, Dave",Foot,$3.375m,$123k,3
2011/12,Chicago,F,"Bolland, Dave",Upper body,$3.375m,$41k,1
2011/12,Chicago,F,"Bolland, Dave",Upper body,$3.375m,$82k,2
2011/12,Chicago,F,"Brunette, Andrew",Lower body,$2.000m,$73k,3
2011/12,Chicago,F,"Brunette, Andrew",Upper body,$2.000m,$24k,1
2011/12,Chicago,F,"Carcillo, Dan",Knee,$0.775m,$340k,36
2011/12,Chicago,F,"Carcillo, Dan",Upper body,$0.775m,$57k,6
2011/12,Chicago,F,"Frolik, Michael",Shoulder,$2.333m,$57k,2
2011/12,Chicago,F,"Hossa, Marian",Upper body,$5.275m,$64k,1
2011/12,Chicago,F,"Kruger, Marcus",Concussion,$0.900m,$11k,1
2011/12,Chicago,F,"Kruger, Marcus",Concussion,$0.900m,$88k,8
2011/12,Chicago,F,"Kruger, Marcus",Head,$0.900m,$11k,1
2011/12,Chicago,F,"Mayers, Jamal",Illness,$0.550m,$7k,1
2011/12,Chicago,F,"Sharp, Patrick",Hand,$3.900m,$380k,8
2011/12,Chicago,F,"Smith, Ben",Concussion,$0.813m,$40k,4
2011/12,Chicago,F,"Stalberg, Viktor",Knee,$0.875m,$32k,3
2011/12,Chicago,F,"Toews, Jonathan",Upper body,$6.300m,$77k,1
2011/12,Chicago,F,"Toews, Jonathan",Upper body,$6.300m,"$1,690k",22
2011/12,Chicago,D,"Hjalmarsson, Niklas",Concussion,$3.500m,$256k,6
2011/12,Chicago,D,"Hjalmarsson, Niklas",Concussion,$3.500m,$299k,7
2011/12,Chicago,D,"Keith, Duncan",Hand,$5.538m,$203k,3
2011/12,Chicago,D,"Lepisto, Sami",Leg,$0.750m,$119k,13
2011/12,Chicago,D,"Montador, Steve",Concussion,$2.750m,$168k,5
2011/12,Chicago,D,"Montador, Steve",Upper body,$2.750m,$101k,3
2011/12,Chicago,D,"Montador, Steve",Upper body,$2.750m,$738k,22
2011/12,Chicago,D,"Seabrook, Brent",Lower body,$5.800m,$283k,4
2011/12,Chicago,G,"Emery, Ray",Flu,$0.600m,$7k,1
2011/12,Chicago,G,"Emery, Ray",Upper body,$0.600m,$7k,1
2011/12,Colorado,F,"Downie, Steve",Shoulder,$1.850m,$23k,1
2011/12,Colorado,F,"Duchene, Matt",Ankle,$3.200m,$156k,4
2011/12,Colorado,F,"Duchene, Matt",Knee,$3.200m,$780k,20
2011/12,Colorado,F,"Galiardi, T.J.",Upper body,$0.700m,$26k,3
2011/12,Colorado,F,"Hejduk, Milan",Groin,$3.000m,$37k,1
2011/12,Colorado,F,"Jones, David",Groin,$2.500m,$244k,8
2011/12,Colorado,F,"Kobasew, Chuck",Back,$1.250m,$183k,12
2011/12,Colorado,F,"Kobasew, Chuck",Head,$1.250m,$122k,8
2011/12,Colorado,F,"Kobasew, Chuck",Leg,$1.250m,$15k,1
2011/12,Colorado,F,"Mueller, Peter",Concussion,$2.000m,$976k,40
2011/12,Colorado,F,"Mueller, Peter",Flu,$2.000m,$24k,1
2011/12,Colorado,F,"Mueller, Peter",Upper body,$2.000m,$146k,6
2011/12,Colorado,F,"O'Reilly, Ryan",Flu,$0.900m,$11k,1
2011/12,Colorado,F,"Stastny, Paul",Upper body,$6.600m,$241k,3
2011/12,Colorado,F,"Yip, Brandon",Arm,$0.725m,$159k,18
2011/12,Colorado,F,"Yip, Brandon",Groin,$0.725m,$27k,3
2011/12,Colorado,F,"Yip, Brandon",Groin,$0.725m,$44k,5
2011/12,Colorado,D,"Hejda, Jan",Groin,$3.250m,$40k,1
2011/12,Colorado,D,"Johnson, Erik",Back,$2.600m,$95k,3
2011/12,Colorado,D,"Johnson, Erik",Groin,$2.600m,$159k,5
2011/12,Colorado,D,"Johnson, Erik",Hand,$2.600m,$32k,1
2011/12,Colorado,D,"O'Brien, Shane",Knee,$1.100m,$54k,4
2011/12,Colorado,D,"O'Byrne, Ryan",Knee,$1.800m,$176k,8
2011/12,Colorado,D,"Quincey, Kyle",Groin,$3.125m,$114k,3
2011/12,Colorado,D,"Wilson, Ryan",Groin,$1.275m,$16k,1
2011/12,Colorado,D,"Wilson, Ryan",Head,$1.275m,$202k,13
2011/12,Colorado,G,"Giguere, Jean-Sebastien",Groin,$1.250m,$46k,3
2011/12,Columbus,F,"Boll, Jared",Foot,$0.725m,$124k,14
2011/12,Columbus,F,"Boll, Jared",Thumb,$0.725m,$124k,14
2011/12,Columbus,F,"Carter, Jeff",Foot,$5.273m,$643k,10
2011/12,Columbus,F,"Carter, Jeff",Lower body,$5.273m,$64k,1
2011/12,Columbus,F,"Carter, Jeff",Shoulder,$5.273m,$643k,10
2011/12,Columbus,F,"Dorsett, Derek",Leg,$0.563m,$14k,2
2011/12,Columbus,F,"Dorsett, Derek",Upper body,$0.563m,$21k,3
2011/12,Columbus,F,"Huselius, Kristian",Arm,$4.750m,"$1,448k",25
2011/12,Columbus,F,"Huselius, Kristian",Groin,$4.750m,"$3,186k",55
2011/12,Columbus,F,"Letestu, Mark",Hand,$0.625m,$130k,17
2011/12,Columbus,F,"MacKenzie, Derek",Concussion,$0.600m,$117k,16
2011/12,Columbus,F,"Pahlsson, Sami",Illness,$2.650m,$32k,1
2011/12,Columbus,F,"Umberger, R.J.",Concussion,$3.750m,$229k,5
2011/12,Columbus,D,"Johnson, Aaron",Lower body,$0.550m,$34k,5
2011/12,Columbus,D,"Lebda, Brett",Thumb,$0.700m,$43k,5
2011/12,Columbus,D,"Martinek, Radek",Concussion,$2.200m,"$2,012k",75
2011/12,Columbus,D,"Methot, Marc",Illness,$3.000m,$73k,2
2011/12,Columbus,D,"Methot, Marc",Jaw,$3.000m,"$1,024k",28
2011/12,Columbus,D,"Methot, Marc",Lower body,$3.000m,$37k,1
2011/12,Columbus,D,"Methot, Marc",Thumb,$3.000m,$183k,5
2011/12,Columbus,D,"Moore, John",Foot,$0.965m,$47k,4
2011/12,Columbus,D,"Moore, John",Illness,$0.965m,$35k,3
2011/12,Columbus,D,"Nikitin, Nikita",Knee,$0.600m,$88k,12
2011/12,Columbus,D,"Russell, Kris",Undisclosed,$1.300m,$16k,1
2011/12,Columbus,D,"Tyutin, Fedor",Hand,$2.844m,$555k,16
2011/12,Columbus,D,"Wisniewski, James",Ankle,$5.500m,"$1,140k",17
2011/12,Columbus,D,"Wisniewski, James",Concussion,$5.500m,$470k,7
2011/12,Columbus,D,"Wisniewski, James",Groin,$5.500m,$134k,2
2011/12,Columbus,G,"Mason, Steve",Hand,$2.900m,$71k,2
2011/12,Columbus,G,"Mason, Steve",Head,$2.900m,$106k,6
2011/12,Columbus,G,"Sanford, Curtis",Back,$0.600m,$44k,6
2011/12,Columbus,G,"Sanford, Curtis",Groin,$0.600m,$80k,11
2011/12,Columbus,G,"Sanford, Curtis",Leg,$0.600m,$73k,10
2011/12,Dallas,F,"Barch, Krys",Ankle,$0.838m,$10k,1
2011/12,Dallas,F,"Benn, Jamie",Appendectomy,$0.822m,$50k,5
2011/12,Dallas,F,"Benn, Jamie",Leg,$0.822m,$60k,6
2011/12,Dallas,F,"Burish, Adam",Groin,$1.150m,$14k,1
2011/12,Dallas,F,"Burish, Adam",Hand,$1.150m,$210k,15
2011/12,Dallas,F,"Dowell, Jake",Upper body,$0.800m,$68k,7
2011/12,Dallas,F,"Dvorak, Radek",Ankle,$1.500m,$91k,5
2011/12,Dallas,F,"Dvorak, Radek",Lower body,$1.500m,$55k,3
2011/12,Dallas,F,"Morrow, Brenden",Neck,$4.100m,$50k,1
2011/12,Dallas,F,"Morrow, Brenden",Neck,$4.100m,$900k,18
2011/12,Dallas,F,"Morrow, Brenden",Upper body,$4.100m,$300k,6
2011/12,Dallas,F,"Nystrom, Eric",Leg,$1.400m,$51k,3
2011/12,Dallas,F,"Ott, Steve",Back,$2.950m,$36k,1
2011/12,Dallas,F,"Ott, Steve",Hip,$2.950m,$216k,6
2011/12,Dallas,F,"Ribeiro, Mike",Knee,$5.000m,$427k,7
2011/12,Dallas,F,"Vincour, Tomas",Knee,$0.800m,$137k,14
2011/12,Dallas,F,"Wandell, Tom",Illness,$0.775m,$28k,3
2011/12,Dallas,D,"Daley, Trevor",Back,$3.300m,$121k,3
2011/12,Dallas,D,"Fistric, Mark",Abdominal,$1.000m,$61k,5
2011/12,Dallas,D,"Goligoski, Alex",Thumb,$1.833m,$246k,11
2011/12,Dallas,D,"Grossmann, Nicklas",Flu,$1.625m,$40k,2
2011/12,Dallas,D,"Grossmann, Nicklas",Groin,$1.625m,$59k,3
2011/12,Dallas,D,"Larsen, Philip",Concussion,$0.850m,$83k,8
2011/12,Dallas,D,"Larsen, Philip",Leg,$0.850m,$21k,2
2011/12,Dallas,D,"Pardy, Adam",Ribs,$2.000m,$98k,4
2011/12,Dallas,D,"Robidas, Stephane",Foot,$3.300m,$241k,6
2011/12,Dallas,D,"Souray, Sheldon",Ankle,$1.650m,$121k,6
2011/12,Dallas,D,"Souray, Sheldon",Foot,$1.650m,$141k,7
2011/12,Dallas,D,"Souray, Sheldon",Lower body,$1.650m,$80k,4
2011/12,Dallas,G,"Lehtonen, Kari",Groin,$3.550m,$520k,12
2011/12,Detroit,F,"Abdelkader, Justin",Illness,$0.788m,$10k,1
2011/12,Detroit,F,"Bertuzzi, Todd",Back,$1.938m,$24k,1
2011/12,Detroit,F,"Bertuzzi, Todd",Groin,$1.938m,$95k,4
2011/12,Detroit,F,"Bertuzzi, Todd",Sinus,$1.938m,$142k,6
2011/12,Detroit,F,"Cleary, Dan",Knee,$2.800m,$68k,2
2011/12,Detroit,F,"Cleary, Dan",Knee,$2.800m,$171k,5
