Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed
2014/15,Ottawa,F,"Lazar, Curtis",Undisclosed,$1.254m,$31k,2
2014/15,Ottawa,F,"MacArthur, Clarke",Concussion,$3.250m,$713k,18
2014/15,Ottawa,F,"MacArthur, Clarke",Flu,$3.250m,$40k,1
2014/15,Ottawa,F,"Michalek, Milan",Head,$4.000m,$537k,11
2014/15,Ottawa,F,"Michalek, Milan",Illness,$4.000m,$49k,1
2014/15,Ottawa,F,"Michalek, Milan",Upper body,$4.000m,$146k,3
2014/15,Ottawa,F,"Neil, Chris",Lower body,$1.900m,$371k,16
2014/15,Ottawa,F,"Neil, Chris",Thumb,$1.900m,$46k,2
2014/15,Ottawa,F,"Neil, Chris",Thumb,$1.900m,$579k,25
2014/15,Ottawa,F,"Puempel, Matt",Lower body,$1.076m,$144k,11
2014/15,Ottawa,F,"Ryan, Bobby",Finger,$5.100m,$124k,2
2014/15,Ottawa,F,"Ryan, Bobby",Lower body,$5.100m,$62k,1
2014/15,Ottawa,F,"Ryan, Bobby",Wrist,$5.100m,$62k,1
2014/15,Ottawa,F,"Smith, Zack",Wrist,$1.888m,$898k,39
2014/15,Ottawa,F,"Stone, Mark",Foot,$0.873m,$11k,1
2014/15,Ottawa,D,"Borowiecki, Mark",Groin,$0.575m,$14k,2
2014/15,Ottawa,D,"Borowiecki, Mark",Leg,$0.575m,$77k,11
2014/15,Ottawa,D,"Borowiecki, Mark",Undisclosed,$0.575m,$21k,3
2014/15,Ottawa,D,"Cowen, Jared",Flu,$3.100m,$76k,2
2014/15,Ottawa,D,"Cowen, Jared",Illness,$3.100m,$38k,1
2014/15,Ottawa,D,"Methot, Marc",Back,$3.000m,$73k,2
2014/15,Ottawa,D,"Methot, Marc",Back,$3.000m,$366k,10
2014/15,Ottawa,D,"Methot, Marc",Back,$3.000m,$878k,24
2014/15,Ottawa,D,"Phillips, Chris",Lower body,$2.500m,$61k,2
2014/15,Ottawa,D,"Phillips, Chris",Undisclosed,$2.500m,$91k,3
2014/15,Ottawa,D,"Phillips, Chris",Undisclosed,$2.500m,$854k,28
2014/15,Ottawa,D,"Wiercioch, Patrick",Undisclosed,$2.000m,$73k,3
2014/15,Ottawa,D,"Wiercioch, Patrick",Undisclosed,$2.000m,$122k,5
2014/15,Ottawa,G,"Anderson, Craig",Hand,$3.188m,$194k,5
2014/15,Ottawa,G,"Anderson, Craig",Hand,$3.188m,$544k,14
2014/15,Ottawa,G,"Hammond, Andrew",Lower body,$0.720m,$9k,1
2014/15,Ottawa,G,"Lehner, Robin",Concussion,$2.225m,$733k,27
2014/15,Ottawa,G,"Lehner, Robin",Undisclosed,$2.225m,$81k,3
2014/15,Philadelphia,F,"Giroux, Claude",Leg,$8.275m,$101k,1
2014/15,Philadelphia,F,"Laughton, Scott",Undisclosed,$1.076m,$13k,1
2014/15,Philadelphia,F,"Laughton, Scott",Upper body,$1.076m,$92k,7
2014/15,Philadelphia,F,"Lecavalier, Vincent",Lower body,$4.500m,$55k,1
2014/15,Philadelphia,F,"Lecavalier, Vincent",Lower body,$4.500m,$384k,7
2014/15,Philadelphia,F,"Lecavalier, Vincent",Upper body,$4.500m,$55k,1
2014/15,Philadelphia,F,"Raffl, Michael",Lower body,$1.100m,$107k,8
2014/15,Philadelphia,F,"Raffl, Michael",Pneumonia,$1.100m,$94k,7
2014/15,Philadelphia,F,"Rinaldo, Zac",Upper body,$0.750m,$9k,1
2014/15,Philadelphia,F,"Rinaldo, Zac",Upper body,$0.750m,$27k,3
2014/15,Philadelphia,F,"Simmonds, Wayne",Leg,$3.975m,$339k,7
2014/15,Philadelphia,F,"Umberger, R.J.",Hip,$4.600m,$729k,13
2014/15,Philadelphia,F,"VandeVelde, Chris",Lower body,$0.575m,$21k,3
2014/15,Philadelphia,F,"White, Ryan",Pectoral,$0.575m,$273k,39
2014/15,Philadelphia,D,"Coburn, Braydon",Foot,$4.500m,$659k,12
2014/15,Philadelphia,D,"Coburn, Braydon",Lower body,$4.500m,$659k,12
2014/15,Philadelphia,D,"Colaiacovo, Carlo",Flu,$0.625m,$8k,1
2014/15,Philadelphia,D,"Del Zotto, Michael",Lower body,$1.300m,$16k,1
2014/15,Philadelphia,D,"Del Zotto, Michael",Upper body,$1.300m,$95k,6
2014/15,Philadelphia,D,"Grossmann, Nicklas",Upper body,$3.500m,$171k,4
2014/15,Philadelphia,D,"Grossmann, Nicklas",Upper body,$3.500m,$427k,10
2014/15,Philadelphia,D,"Gudas, Radko",Knee,$0.992m,$230k,19
2014/15,Philadelphia,D,"MacDonald, Andrew",Hand,$5.000m,$427k,7
2014/15,Philadelphia,D,"MacDonald, Andrew",Lower body,$5.000m,$610k,10
2014/15,Philadelphia,D,"Schenn, Luke",Lower body,$3.600m,$395k,9
2014/15,Philadelphia,D,"Schenn, Luke",Shoulder,$3.600m,$132k,3
2014/15,Philadelphia,D,"Schenn, Luke",Upper body,$3.600m,$44k,1
2014/15,Philadelphia,D,"Schultz, Nick",Upper body,$1.250m,$15k,1
2014/15,Philadelphia,D,"Streit, Mark",Flu,$5.250m,$64k,1
2014/15,Philadelphia,D,"Timonen, Kimmo",Leg,$3.500m,"$2,646k",62
2014/15,Philadelphia,D,"Pronger, Chris",Concussion,$4.941m,"$4,941k",82
2014/15,Philadelphia,G,"Emery, Ray",Lower body,$1.000m,$37k,3
2014/15,Philadelphia,G,"Mason, Steve",Back,$4.100m,$200k,4
2014/15,Philadelphia,G,"Mason, Steve",Knee,$4.100m,$300k,6
2014/15,Philadelphia,G,"Mason, Steve",Knee,$4.100m,$400k,8
2014/15,Pittsburgh,F,"Adams, Craig",Undisclosed,$0.700m,$43k,5
2014/15,Pittsburgh,F,"Bennett, Beau",Lower body,$0.900m,$176k,16
2014/15,Pittsburgh,F,"Bennett, Beau",Wrist,$0.900m,$110k,10
2014/15,Pittsburgh,F,"Comeau, Blake",Illness,$0.700m,$9k,1
2014/15,Pittsburgh,F,"Comeau, Blake",Wrist,$0.700m,$171k,20
2014/15,Pittsburgh,F,"Crosby, Sidney",Illness,$8.700m,$106k,1
2014/15,Pittsburgh,F,"Crosby, Sidney",Illness,$8.700m,$318k,3
2014/15,Pittsburgh,F,"Crosby, Sidney",Lower body,$8.700m,$106k,1
2014/15,Pittsburgh,F,"Downie, Steve",Illness,$1.000m,$12k,1
2014/15,Pittsburgh,F,"Downie, Steve",Illness,$1.000m,$61k,5
2014/15,Pittsburgh,F,"Downie, Steve",Undisclosed,$1.000m,$12k,1
2014/15,Pittsburgh,F,"Downie, Steve",Upper body,$1.000m,$24k,2
2014/15,Pittsburgh,F,"Dupuis, Pascal",Blood clots,$3.750m,"$3,018k",66
2014/15,Pittsburgh,F,"Goc, Marcel",Foot,$1.200m,$29k,2
2014/15,Pittsburgh,F,"Goc, Marcel",Illness,$1.200m,$15k,1
2014/15,Pittsburgh,F,"Hornqvist, Patric",Lower body,$4.250m,$570k,11
2014/15,Pittsburgh,F,"Hornqvist, Patric",Undisclosed,$4.250m,$259k,5
2014/15,Pittsburgh,F,"Hornqvist, Patric",Upper body,$4.250m,$104k,2
2014/15,Pittsburgh,F,"Kunitz, Chris",Foot,$3.850m,$376k,8
2014/15,Pittsburgh,F,"Malkin, Evgeni",Lower body,$9.500m,$232k,2
2014/15,Pittsburgh,F,"Malkin, Evgeni",Lower body,$9.500m,$579k,5
2014/15,Pittsburgh,F,"Malkin, Evgeni",Lower body,$9.500m,$695k,6
2014/15,Pittsburgh,F,"Perron, David",Illness,$3.813m,$46k,1
2014/15,Pittsburgh,F,"Sill, Zach",Upper body,$0.550m,$74k,11
2014/15,Pittsburgh,F,"Sutter, Brandon",Illness,$3.300m,$80k,2
2014/15,Pittsburgh,F,"Wilson, Scott",Leg,$0.925m,$203k,18
2014/15,Pittsburgh,D,"Bortuzzo, Robert",Lower body,$0.600m,$73k,10
2014/15,Pittsburgh,D,"Bortuzzo, Robert",Upper body,$0.600m,$37k,5
2014/15,Pittsburgh,D,"Despres, Simon",Illness,$0.900m,$22k,2
2014/15,Pittsburgh,D,"Ehrhoff, Christian",Concussion,$4.000m,$293k,6
2014/15,Pittsburgh,D,"Ehrhoff, Christian",Head,$4.000m,$439k,9
2014/15,Pittsburgh,D,"Ehrhoff, Christian",Head,$4.000m,$585k,12
2014/15,Pittsburgh,D,"Ehrhoff, Christian",Lower body,$4.000m,$244k,5
2014/15,Pittsburgh,D,"Ehrhoff, Christian",Undisclosed,$4.000m,$49k,1
2014/15,Pittsburgh,D,"Letang, Kris",Concussion,$7.250m,$619k,7
2014/15,Pittsburgh,D,"Letang, Kris",Groin,$7.250m,$442k,5
2014/15,Pittsburgh,D,"Letang, Kris",Head,$7.250m,$88k,1
2014/15,Pittsburgh,D,"Maatta, Olli",Thyroid,$0.894m,$65k,6
2014/15,Pittsburgh,D,"Maatta, Olli",Upper body,$0.894m,$611k,56
2014/15,Pittsburgh,D,"Martin, Paul",Undisclosed,$5.000m,$488k,8
2014/15,Pittsburgh,D,"Pouliot, Derrick",Upper body,$1.288m,$31k,2
2014/15,Pittsburgh,G,"Greiss, Thomas",Illness,$1.000m,$12k,1
2014/15,Pittsburgh,G,"Greiss, Thomas",Illness,$1.000m,$49k,4
2014/15,San Jose,F,"Brown, Mike",Hand,$1.200m,$322k,22
2014/15,San Jose,F,"Brown, Mike",Leg,$1.200m,$673k,46
2014/15,San Jose,F,"Goodrow, Barclay",Undisclosed,$0.627m,$76k,10
2014/15,San Jose,F,"Kennedy, Tyler",Lower body,$2.350m,$57k,4
2014/15,San Jose,F,"Kennedy, Tyler",Shoulder,$2.350m,$430k,15
2014/15,San Jose,F,"Kennedy, Tyler",Undisclosed,$2.350m,$373k,13
2014/15,San Jose,F,"McGinn, Tye",Undisclosed,$0.600m,$88k,12
2014/15,San Jose,F,"Nieto, Matt",Lower body,$0.925m,$102k,9
2014/15,San Jose,F,"Sheppard, James",Knee,$1.300m,$95k,6
2014/15,San Jose,F,"Tarasov, Daniil",Undisclosed,$0.800m,$68k,7
2014/15,San Jose,F,"Thornton, Joe",Upper body,$6.750m,$329k,4
2014/15,San Jose,F,"Torres, Raffi",Knee,$2.000m,"$2,000k",82
2014/15,San Jose,F,"Wingels, Tommy",Hand,$2.475m,$211k,7
2014/15,San Jose,D,"Braun, Justin",Hand,$1.250m,$168k,11
2014/15,San Jose,D,"Braun, Justin",Illness,$1.250m,$15k,1
2014/15,San Jose,D,"Hannan, Scott",Facial,$1.000m,$61k,5
2014/15,San Jose,D,"Irwin, Matt",Upper body,$1.000m,$37k,3
2014/15,San Jose,D,"Mueller, Mirco",Hand,$1.319m,$129k,8
2014/15,San Jose,D,"Mueller, Mirco",Upper body,$1.319m,$97k,6
2014/15,San Jose,D,"Vlasic, Marc-Edouard",Lower body,$4.250m,$363k,7
2014/15,San Jose,D,"Vlasic, Marc-Edouard",Upper body,$4.250m,$52k,1
2014/15,San Jose,D,"Vlasic, Marc-Edouard",Upper body,$4.250m,$207k,4
2014/15,San Jose,G,"Grosenick, Troy",Upper body,$0.625m,$46k,6
2014/15,San Jose,G,"Stalock, Alex",Lower body,$1.600m,$137k,7
2014/15,St. Louis,F,"Backes, David",Concussion,$4.500m,$55k,1
2014/15,St. Louis,F,"Berglund, Patrik",Upper body,$3.700m,$45k,1
2014/15,St. Louis,F,"Berglund, Patrik",Upper body,$3.700m,$135k,3
2014/15,St. Louis,F,"Jokinen, Olli",Upper body,$2.500m,$91k,3
2014/15,St. Louis,F,"Lehtera, Jori",Flu,$2.750m,$34k,1
2014/15,St. Louis,F,"Lehtera, Jori",Upper body,$2.750m,$201k,6
2014/15,St. Louis,F,"Lindstrom, Joakim",Illness,$0.700m,$9k,1
2014/15,St. Louis,F,"Oshie, T.J.",Concussion,$4.175m,$356k,7
2014/15,St. Louis,F,"Oshie, T.J.",Illness,$4.175m,$51k,1
2014/15,St. Louis,F,"Ott, Steve",Groin,$2.600m,$32k,1
2014/15,St. Louis,F,"Porter, Chris",Leg,$0.675m,$165k,20
2014/15,St. Louis,F,"Reaves, Ryan",Ankle,$1.125m,$14k,1
2014/15,St. Louis,F,"Schwartz, Jaden",Foot,$2.350m,$201k,7
2014/15,St. Louis,F,"Stastny, Paul",Shoulder,$7.000m,$683k,8
2014/15,St. Louis,F,"Steen, Alex",Knee,$5.800m,$424k,6
2014/15,St. Louis,F,"Steen, Alex",Lower body,$5.800m,$141k,2
2014/15,St. Louis,F,"Tarasenko, Vladimir",Leg,$1.750m,$107k,5
2014/15,St. Louis,D,"Bortuzzo, Robert",Upper body,$0.600m,$15k,2
2014/15,St. Louis,D,"Bouwmeester, Jay",Flu,$5.400m,$132k,2
2014/15,St. Louis,D,"Bouwmeester, Jay",Groin,$5.400m,$527k,8
2014/15,St. Louis,D,"Cole, Ian",Upper body,$0.825m,$10k,1
2014/15,St. Louis,D,"Gunnarsson, Carl",Concussion,$2.950m,$360k,10
2014/15,St. Louis,D,"Gunnarsson, Carl",Hip,$2.950m,$252k,7
2014/15,St. Louis,D,"Gunnarsson, Carl",Upper body,$2.950m,$72k,2
2014/15,St. Louis,D,"Michalek, Zbynek",Lower body,$2.000m,$98k,4
2014/15,St. Louis,D,"Shattenkirk, Kevin",Abdominal,$4.250m,"$1,296k",25
2014/15,St. Louis,G,"Elliott, Brian",Knee,$2.500m,$427k,14
2014/15,Tampa Bay,F,"Brown, J.T.",Upper body,$0.950m,$12k,1
2014/15,Tampa Bay,F,"Brown, J.T.",Upper body,$0.950m,$35k,3
2014/15,Tampa Bay,F,"Callahan, Ryan",Lower body,$5.800m,$354k,5
2014/15,Tampa Bay,F,"Connolly, Brett",Lower body,$0.851m,$124k,12
2014/15,Tampa Bay,F,"Drouin, Jonathan",Illness,$3.194m,$39k,1
2014/15,Tampa Bay,F,"Drouin, Jonathan",Thumb,$3.194m,$195k,5
2014/15,Tampa Bay,F,"Johnson, Tyler",Illness,$3.333m,$41k,1
2014/15,Tampa Bay,F,"Johnson, Tyler",Lower body,$3.333m,$41k,1
2014/15,Tampa Bay,F,"Johnson, Tyler",Upper body,$3.333m,$122k,3
2014/15,Tampa Bay,F,"Killorn, Alex",Undisclosed,$2.550m,$93k,3
2014/15,Tampa Bay,F,"Killorn, Alex",Upper body,$2.550m,$124k,8
2014/15,Tampa Bay,F,"Morrow, Brenden",Undisclosed,$1.550m,$19k,1
2014/15,Tampa Bay,F,"Morrow, Brenden",Upper body,$1.550m,$19k,1
2014/15,Tampa Bay,F,"Palat, Ondrej",Lower body,$3.333m,$122k,3
2014/15,Tampa Bay,F,"Palat, Ondrej",Lower body,$3.333m,$163k,4
2014/15,Tampa Bay,F,"Paquette, Cedric",Lower body,$0.925m,$11k,1
2014/15,Tampa Bay,F,"Paquette, Cedric",Upper body,$0.925m,$23k,2
2014/15,Tampa Bay,F,"Paquette, Cedric",Upper body,$0.925m,$68k,6
2014/15,Tampa Bay,D,"Carle, Matt",Abdominal,$5.500m,"$1,543k",23
